Article ID,Article URL,Title,Journal,Authors,Abstract,predict(84239:Include)
11100918,https://sysrev.com/p/70431/article/11100918,"A phase I, open-label, two-stage study to investigate the safety, tolerability, pharmacokinetics, and pharmacodynamics of the oral AKT inhibitor GSK2141795 in patients with solid tumors.",Investigational new drugs,"Aghajanian, C.; Bell-McGuinn, KM.; Burris, HA.; Siu, LL.; Stayner, LA.; Wheler, JJ.; Hong, DS.; Kurkjian, C.; Pant, S.; Santiago-Walker, A.; Gauvin, JL.; Antal, JM.; Opalinska, JB.; Morris, SR.; Infante, JR.","Background We sought to determine the recommended phase II dose (RP2D) and schedule of GSK2141795, an oral pan-AKT kinase inhibitor. Patients and Methods Patients with solid tumors were enrolled in the dose-escalation phase. Pharmacokinetic (PK) analysis after a single dose (Cycle 0) informed dose escalation using accelerated dose titration. Once one grade 2 toxicity or dose-limiting toxicity was observed in Cycle 1, the accelerated dose titration was terminated and a 3 + 3 dose escalation was started. Continuous daily dosing was evaluated along with two intermittent regimens (7 days on/7 days off and 3 times per week). In the expansion phase at RP2D, patients with endometrial or prostate cancer, as well as those with select tumor types with a PIK3CA mutation, AKT mutation or PTEN loss, were enrolled. Patients were evaluated for adverse events (AEs), PK parameters, blood glucose and insulin levels, and tumor response. Results The RP2D of GSK2141795 for once-daily dosing is 75 mg. The most common (>10%) treatment-related AEs included diarrhea, fatigue, vomiting, and decreased appetite. Most AEs were low grade. The frequency of hyperglycemia increased with dose; however, at the RP2D, grade 3 hyperglycemia was only reported in 4% of patients and no grade 4 events were observed. PK characteristics were favorable, with a prolonged half-life and low peak-to-trough ratio. There were two partial responses at the RP2D in patients with either a PIK3CA mutation or PTEN loss. Conclusion GSK2141795 was safe and well-tolerated, with clinical activity seen as monotherapy at the RP2D of 75 mg daily. NCT00920257.",0.206
11100919,https://sysrev.com/p/70431/article/11100919,Targeting Androgen Receptor and DNA Repair in Metastatic Castration-Resistant Prostate Cancer: Results From NCI 9012.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"Hussain, M.; Daignault-Newton, S.; Twardowski, PW.; Albany, C.; Stein, MN.; Kunju, LP.; Siddiqui, J.; Wu, YM.; Robinson, D.; Lonigro, RJ.; Cao, X.; Tomlins, SA.; Mehra, R.; Cooney, KA.; Montgomery, B.; Antonarakis, ES.; Shevrin, DH.; Corn, PG.; Whang, YE.; Smith, DC.; Caram, MV.; Knudsen, KE.; Stadler, WM.; Feng, FY.; Chinnaiyan, AM.","Purpose To determine whether cotargeting poly (ADP-ribose) polymerase-1 plus androgen receptor is superior to androgen receptor inhibition in metastatic castration-resistant prostate cancer (mCRPC) and whether ETS fusions predict response. Patients and Methods Patients underwent metastatic site biopsy and were stratified by ETS status and randomly assigned to abiraterone plus prednisone without (arm A) or with veliparib (arm B). Primary objectives were: confirmed prostate-specific antigen (PSA) response rate (RR) and whether ETS fusions predicted response. Secondary objectives were: safety, measurable disease RR (mRR), progression-free survival (PFS), and molecular biomarker analysis. A total of 148 patients were randomly assigned to detect a 20% PSA RR improvement. Results A total of 148 patients with mCRPC were randomly assigned: arm A, n = 72; arm B, n = 76. There were no differences in PSA RR (63.9% v 72.4%; P = .27), mRR (45.0% v 52.2%; P = .51), or median PFS (10.1 v 11 months; P = .99). ETS fusions did not predict response. Exploratory analysis of tumor sequencing (80 patients) revealed: 41 patients (51%) were ETS positive, 20 (25%) had DNA-damage repair defect (DRD), 41 (51%) had AR amplification or copy gain, 34 (43%) had PTEN mutation, 33 (41%) had TP53 mutation, 39 (49%) had PIK3CA pathway activation, and 12 (15%) had WNT pathway alteration. Patients with DRD had significantly higher PSA RR (90% v 56.7%; P = .007) and mRR (87.5% v 38.6%; P = .001), PSA decline ≥ 90% (75% v 25%; P = .001), and longer median PFS (14.5 v 8.1 months; P = .025) versus those with wild-type tumors. Median PFS was longer in patients with normal PTEN (13.5 v 6.7 months; P = .02), TP53 (13.5 v 7.7 months; P = .01), and PIK3CA (13.8 v 8.3 months; P = .03) versus those with mutation or activation. In multivariable analysis adjusting for clinical covariates, DRD association with PFS remained significant. Conclusion Veliparib and ETS status did not affect response. Exploratory analysis identified a novel DRD association with mCRPC outcomes.",0.251
11100920,https://sysrev.com/p/70431/article/11100920,Olaparib for Metastatic Castration-Resistant Prostate Cancer.,The New England journal of medicine,"de Bono, J.; Mateo, J.; Fizazi, K.; Saad, F.; Shore, N.; Sandhu, S.; Chi, KN.; Sartor, O.; Agarwal, N.; Olmos, D.; Thiery-Vuillemin, A.; Twardowski, P.; Mehra, N.; Goessl, C.; Kang, J.; Burgents, J.; Wu, W.; Kohlmann, A.; Adelman, CA.; Hussain, M.","BACKGROUND: Multiple loss-of-function alterations in genes that are involved in DNA repair, including homologous recombination repair, are associated with response to poly(adenosine diphosphate-ribose) polymerase (PARP) inhibition in patients with prostate and other cancers.

METHODS: We conducted a randomized, open-label, phase 3 trial evaluating the PARP inhibitor olaparib in men with metastatic castration-resistant prostate cancer who had disease progression while receiving a new hormonal agent (e.g., enzalutamide or abiraterone). All the men had a qualifying alteration in prespecified genes with a direct or indirect role in homologous recombination repair. Cohort A (245 patients) had at least one alteration in<i>BRCA1</i>,<i>BRCA2</i>, or<i>ATM</i>; cohort B (142 patients) had alterations in any of 12 other prespecified genes, prospectively and centrally determined from tumor tissue. Patients were randomly assigned (in a 2:1 ratio) to receive olaparib or the physician's choice of enzalutamide or abiraterone (control). The primary end point was imaging-based progression-free survival in cohort A according to blinded independent central review.

RESULTS: In cohort A, imaging-based progression-free survival was significantly longer in the olaparib group than in the control group (median, 7.4 months vs. 3.6 months; hazard ratio for progression or death, 0.34; 95% confidence interval, 0.25 to 0.47; P<0.001); a significant benefit was also observed with respect to the confirmed objective response rate and the time to pain progression. The median overall survival in cohort A was 18.5 months in the olaparib group and 15.1 months in the control group; 81% of the patients in the control group who had progression crossed over to receive olaparib. A significant benefit for olaparib was also seen for imaging-based progression-free survival in the overall population (cohorts A and B). Anemia and nausea were the main toxic effects in patients who received olaparib.

CONCLUSIONS: In men with metastatic castration-resistant prostate cancer who had disease progression while receiving enzalutamide or abiraterone and who had alterations in genes with a role in homologous recombination repair, olaparib was associated with longer progression-free survival and better measures of response and patient-reported end points than either enzalutamide or abiraterone. (Funded by AstraZeneca and Merck Sharp & Dohme; PROfound ClinicalTrials.gov number, NCT02987543.).",0.335
11100921,https://sysrev.com/p/70431/article/11100921,Phase II pilot study of the prednisone to dexamethasone switch in metastatic castration-resistant prostate cancer (mCRPC) patients with limited progression on abiraterone plus prednisone (SWITCH study).,British journal of cancer,"Romero-Laorden, N.; Lozano, R.; Jayaram, A.; López-Campos, F.; Saez, MI.; Montesa, A.; Gutierrez-Pecharoman, A.; Villatoro, R.; Herrera, B.; Correa, R.; Rosero, A.; Pacheco, MI.; Garcés, T.; Cendón, Y.; Nombela, MP.; Van de Poll, F.; Grau, G.; Rivera, L.; López, PP.; Cruz, JJ.; Lorente, D.; Attard, G.; Castro, E.; Olmos, D.","BACKGROUND: Despite most metastatic castration-resistant prostate cancer (mCRPC) patients benefit from abiraterone acetate plus prednisone 5 mg bid (AA + P), resistance eventually occurs. Long-term use of prednisone has been suggested as one of the mechanisms driving resistance, which may be reversed by switching to another steroid.

METHODS: SWITCH was a single-arm, open-label, single-stage phase II study. The primary objective was to evaluate the antitumour activity of abiraterone acetate plus dexamethasone 0.5 mg daily (AA + D) in mCRPC patients progressing to AA + P. Clinically stable mCRPC patients who had prostate-specific antigen (PSA) and/or limited radiographic progression after at least 12 weeks on AA + P, were eligible. The primary endpoint was measured as the proportion of patients achieving a PSA decline of  ≥ 30% (PSA30) from baseline after 6 weeks on AA + D. Secondary endpoints included: PSA50 response rate at 12 weeks, time to biochemical and radiological progression, overall survival, safety profile evaluation, benefit from subsequent treatment lines and the identification of biomarkers of response (AR copy number, TMPRSS2-ERG status and PTEN expression).

RESULTS: Twenty-six patients were enrolled. PSA30 and PSA50 were 46.2% and 34.6%, respectively. Median time to biochemical and radiological progression were 5.3 and 11.8 months, respectively. Two radiological responses were observed. Median overall survival was 20.9 months. Patients with AR gain detected in plasma circulating tumour DNA did not respond to switch, whereas patients with AR normal status benefited the most. No significant toxicities were observed and PSA50 response rate to subsequent taxane was 50%.

CONCLUSIONS: In selected clinical stable mCRPC patients with limited disease progression on AA + P, a steroid switch from prednisone to dexamethasone can lead to PSA and radiological responses.",0.508
11100922,https://sysrev.com/p/70431/article/11100922,A prospective genome-wide study of prostate cancer metastases reveals association of wnt pathway activation and increased cell cycle proliferation with primary resistance to abiraterone acetate-prednisone.,Annals of oncology : official journal of the European Society for Medical Oncology,"Wang, L.; Dehm, SM.; Hillman, DW.; Sicotte, H.; Tan, W.; Gormley, M.; Bhargava, V.; Jimenez, R.; Xie, F.; Yin, P.; Qin, S.; Quevedo, F.; Costello, BA.; Pitot, HC.; Ho, T.; Bryce, AH.; Ye, Z.; Li, Y.; Eiken, P.; Vedell, PT.; Barman, P.; McMenomy, BP.; Atwell, TD.; Carlson, RE.; Ellingson, M.; Eckloff, BW.; Qin, R.; Ou, F.; Hart, SN.; Huang, H.; Jen, J.; Wieben, ED.; Kalari, KR.; Weinshilboum, RM.; Wang, L.; Kohli, M.","Background: Genomic aberrations have been identified in metastatic castration-resistant prostate cancer (mCRPC), but molecular predictors of resistance to abiraterone acetate/prednisone (AA/P) treatment are not known.

Patients and methods: In a prospective clinical trial, mCRPC patients underwent whole-exome sequencing (n = 82) and RNA sequencing (n = 75) of metastatic biopsies before initiating AA/P with the objective of identifying genomic alterations associated with resistance to AA/P. Primary resistance was determined at 12 weeks of treatment using criteria for progression that included serum prostate-specific antigen measurement, bone and computerized tomography imaging and symptom assessments. Acquired resistance was determined using the end point of time to treatment change (TTTC), defined as time from enrollment until change in treatment from progressive disease. Associations of genomic and transcriptomic alterations with primary resistance were determined using logistic regression, Fisher's exact test, single and multivariate analyses. Cox regression models were utilized for determining association of genomic and transcriptomic alterations with TTTC.

Results: At 12 weeks, 32 patients in the cohort had progressed (nonresponders). Median study follow-up was 32.1 months by which time 58 patients had switched treatments due to progression. Median TTTC was 10.1 months (interquartile range: 4.4-24.1). Genes in the Wnt/β-catenin pathway were more frequently mutated and negative regulators of Wnt/β-catenin signaling were more frequently deleted or displayed reduced mRNA expression in nonresponders. Additionally, mRNA expression of cell cycle regulatory genes was increased in nonresponders. In multivariate models, increased cell cycle proliferation scores (≥ 50) were associated with shorter TTTC (hazard ratio = 2.11, 95% confidence interval: 1.17-3.80; P = 0.01).

Conclusions: Wnt/β-catenin pathway activation and increased cell cycle progression scores can serve as molecular markers for predicting resistance to AA/P therapy.",0.326
11100923,https://sysrev.com/p/70431/article/11100923,Case-only Methods Identified Genetic Loci Predicting a Subgroup of Men with Reduced Risk of High-grade Prostate Cancer by Finasteride.,"Cancer prevention research (Philadelphia, Pa.)","Dai, JY.; LeBlanc, M.; Goodman, PJ.; Lucia, MS.; Thompson, IM.; Tangen, CM.","In the Prostate Cancer Prevention Trial (PCPT), genotypes that may modify the effect of finasteride on the risk of prostate cancer have not been identified. Germline genetic data from 1,157 prostate cancer cases in PCPT were analyzed by case-only methods. Genotypes included 357 SNPs from 83 candidate genes in androgen metabolism, inflammation, circadian rhythm, and other pathways. Univariate case-only analysis was conducted to evaluate whether individual SNPs modified the finasteride effect on the risk of high-grade and low-grade prostate cancer. Case-only classification trees and random forests, which are powerful machine learning methods with resampling-based controls for model complexity, were employed to identify a predictive signature for genotype-specific treatment effects. Accounting for multiple testing, a single SNP in<i>SRD5A1</i>gene (rs472402) significantly modified the finasteride effect on high-grade prostate cancer (Gleason score > 6) in PCPT (family-wise error rate < 0.05). Men carrying GG genotype at this locus had a 55% reduction of the risk in developing high-grade cancer when assigned to finasteride (RR = 0.45; 95% confidence interval, 0.27-0.75). Additional effect-modifying SNPs with moderate statistical significance were identified by case-only trees and random forests. A prediction model built by the case-only random forest method with 28 selected SNPs classified 37% of PCPT men to have reduced risk of high-grade prostate cancer when taking finasteride, while the others have increased risk. In conclusion, case-only methods identified SNPs that modified the effect of finasteride on the risk of high-grade prostate cancer and predicted a subgroup of men who had reduced cancer risk by finasteride.",0.250
11100924,https://sysrev.com/p/70431/article/11100924,"Olaparib in patients with metastatic castration-resistant prostate cancer with DNA repair gene aberrations (TOPARP-B): a multicentre, open-label, randomised, phase 2 trial.",The Lancet. Oncology,"Mateo, J.; Porta, N.; Bianchini, D.; McGovern, U.; Elliott, T.; Jones, R.; Syndikus, I.; Ralph, C.; Jain, S.; Varughese, M.; Parikh, O.; Crabb, S.; Robinson, A.; McLaren, D.; Birtle, A.; Tanguay, J.; Miranda, S.; Figueiredo, I.; Seed, G.; Bertan, C.; Flohr, P.; Ebbs, B.; Rescigno, P.; Fowler, G.; Ferreira, A.; Riisnaes, R.; Pereira, R.; Curcean, A.; Chandler, R.; Clarke, M.; Gurel, B.; Crespo, M.; Nava Rodrigues, D.; Sandhu, S.; Espinasse, A.; Chatfield, P.; Tunariu, N.; Yuan, W.; Hall, E.; Carreira, S.; de Bono, JS.","BACKGROUND: Metastatic castration-resistant prostate cancer is enriched in DNA damage response (DDR) gene aberrations. The TOPARP-B trial aims to prospectively validate the association between DDR gene aberrations and response to olaparib in metastatic castration-resistant prostate cancer.

METHODS: In this open-label, investigator-initiated, randomised phase 2 trial following a selection (or pick-the-winner) design, we recruited participants from 17 UK hospitals. Men aged 18 years or older with progressing metastatic castration-resistant prostate cancer previously treated with one or two taxane chemotherapy regimens and with an Eastern Cooperative Oncology Group performance status of 2 or less had tumour biopsies tested with targeted sequencing. Patients with DDR gene aberrations were randomly assigned (1:1) by a computer-generated minimisation method, with balancing for circulating tumour cell count at screening, to receive 400 mg or 300 mg olaparib twice daily, given continuously in 4-week cycles until disease progression or unacceptable toxicity. Neither participants nor investigators were masked to dose allocation. The primary endpoint of confirmed response was defined as a composite of all patients presenting with any of the following outcomes: radiological objective response (as assessed by Response Evaluation Criteria in Solid Tumors 1.1), a decrease in prostate-specific antigen (PSA) of 50% or more (PSA50) from baseline, or conversion of circulating tumour cell count (from ≥5 cells per 7·5 mL blood at baseline to <5 cells per 7·5 mL blood). A confirmed response in a consecutive assessment after at least 4 weeks was required for each component. The primary analysis was done in the evaluable population. If at least 19 (43%) of 44 evaluable patients in a dose cohort responded, then the dose cohort would be considered successful. Safety was assessed in all patients who received at least one dose of olaparib. This trial is registered at ClinicalTrials.gov, NCT01682772. Recruitment for the trial has completed and follow-up is ongoing.

FINDINGS: 711 patients consented for targeted screening between April 1, 2015, and Aug 30, 2018. 161 patients had DDR gene aberrations, 98 of whom were randomly assigned and treated (49 patients for each olaparib dose), with 92 evaluable for the primary endpoint (46 patients for each olaparib dose). Median follow-up was 24·8 months (IQR 16·7-35·9). Confirmed composite response was achieved in 25 (54·3%; 95% CI 39·0-69·1) of 46 evaluable patients in the 400 mg cohort, and 18 (39·1%; 25·1-54·6) of 46 evaluable patients in the 300 mg cohort. Radiological response was achieved in eight (24·2%; 11·1-42·3) of 33 evaluable patients in the 400 mg cohort and six (16·2%; 6·2-32·0) of 37 in the 300 mg cohort; PSA50 response was achieved in 17 (37·0%; 23·2-52·5) of 46 and 13 (30·2%; 17·2-46·1) of 43; and circulating tumour cell count conversion was achieved in 15 (53·6%; 33·9-72·5) of 28 and 13 (48·1%; 28·7-68·1) of 27. The most common grade 3-4 adverse event in both cohorts was anaemia (15 [31%] of 49 patients in the 300 mg cohort and 18 [37%] of 49 in the 400 mg cohort). 19 serious adverse reactions were reported in 13 patients. One death possibly related to treatment (myocardial infarction) occurred after 11 days of treatment in the 300 mg cohort.

INTERPRETATION: Olaparib has antitumour activity against metastatic castration-resistant prostate cancer with DDR gene aberrations, supporting the implementation of genomic stratification of metastatic castration-resistant prostate cancer in clinical practice.

FUNDING: Cancer Research UK, AstraZeneca, Prostate Cancer UK, the Prostate Cancer Foundation, the Experimental Cancer Medicine Centres Network, and the National Institute for Health Research Biomedical Research Centres.",0.441
11100925,https://sysrev.com/p/70431/article/11100925,Methylation of SRD5A2 promoter predicts a better outcome for castration-resistant prostate cancer patients undergoing androgen deprivation therapy.,PloS one,"Wang, Z.; Deng, T.; Long, X.; Lin, X.; Wu, S.; Wang, H.; Ge, R.; Zhang, Z.; Wu, CL.; Taplin, ME.; Olumi, AF.","PURPOSE: To determine whether SRD5A2 promoter methylation is associated with cancer progression during androgen deprivation therapy (ADT) in CRPC.

PATIENTS AND METHODS: In a Local CRPC cohort, 42 prostatic specimens were collected from patients who were diagnosed as CRPC and underwent transurethral resection of the prostate (TURP) at Massachusetts General Hospital (MGH). In a metastatic CRPC (Met CRPC) cohort, 12 metastatic biopsies were collected from CRPC patients who would be treated with abiraterone plus dutasteride (Clinical Trial NCT01393730). As controls, 36 benign prostatic specimens were collected from patients undergoing prostate reduction surgery for symptoms of bladder outlet obstruction secondary to benign prostatic hyperplasia (BPH). The methylation status of cytosine-phosphate-guanine (CpG) site(s) at SRD5A2 promoter regions was tested.

RESULTS: Compared with benign prostatic tissue, CRPC samples demonstrated higher SRD5A2 methylation in the whole promoter region (Local CRPC cohort: P < 0.001; Met CRPC cohort: P <0.05). In Local CRPC cohort, a higher ratio of methylation was correlated with better OS (R2 = 0.33, P = 0.013). Hypermethylation of specific regions (nucleotides -434 to -4 [CpG# -39 to CpG# -2]) was associated with a better OS (11.3±5.8 vs 6.4±4.4 years, P = 0.001) and PFS (8.4±5.4 vs 4.5±3.9 years, P = 0.003) with cutoff value of 37.9%. Multivariate analysis showed that SRD5A2 methylation was associated with OS independently (whole promoter region: P = 0.035; specific region: P = 0.02).

CONCLUSION: Our study demonstrate that SRD5A2 methylation in promoter regions, specifically at CpG# -39 to -2, is significantly associated with better survival for CRPC patients treated with ADT. Recognition of epigenetic modifications of SRD5A2 may affect the choices and sequence of available therapies for management of CRPC.",0.080
11100926,https://sysrev.com/p/70431/article/11100926,Germline genetic variation in prostate susceptibility does not predict outcomes in the chemoprevention trials PCPT and SELECT.,Prostate cancer and prostatic diseases,"Ahmed, M.; Goh, C.; Saunders, E.; Cieza-Borrella, C.; Kote-Jarai, Z.; Schumacher, FR.; Eeles, R.","BACKGROUND: The development of prostate cancer can be influenced by genetic and environmental factors. Numerous germline SNPs influence prostate cancer susceptibility. The functional pathways in which these SNPs increase prostate cancer susceptibility are unknown. Finasteride is currently not being used routinely as a chemoprevention agent but the long term outcomes of the PCPT trial are awaited. The outcomes of the SELECT trial have not recommended the use of chemoprevention in preventing prostate cancer. This study investigated whether germline risk SNPs could be used to predict outcomes in the PCPT and SELECT trial.

METHODS: Genotyping was performed in European men entered into the PCPT trial (n = 2434) and SELECT (n = 4885). Next generation genotyping was performed using Affymetrix® Eureka™ Genotyping protocols. Logistic regression models were used to test the association of risk scores and the outcomes in the PCPT and SELECT trials.

RESULTS: Of the 100 SNPs, 98 designed successfully and genotyping was validated for samples genotyped on other platforms. A number of SNPs predicted for aggressive disease in both trials. Men with a higher polygenic score are more likely to develop prostate cancer in both trials, but the score did not predict for other outcomes in the trial.

CONCLUSION: Men with a higher polygenic risk score are more likely to develop prostate cancer. There were no interactions of these germline risk SNPs and the chemoprevention agents in the SELECT and PCPT trials.",0.264
11100927,https://sysrev.com/p/70431/article/11100927,"Transcriptional profiling identifies an androgen receptor activity-low, stemness program associated with enzalutamide resistance.",Proceedings of the National Academy of Sciences of the United States of America,"Alumkal, JJ.; Sun, D.; Lu, E.; Beer, TM.; Thomas, GV.; Latour, E.; Aggarwal, R.; Cetnar, J.; Ryan, CJ.; Tabatabaei, S.; Bailey, S.; Turina, CB.; Quigley, DA.; Guan, X.; Foye, A.; Youngren, JF.; Urrutia, J.; Huang, J.; Weinstein, AS.; Friedl, V.; Rettig, M.; Reiter, RE.; Spratt, DE.; Gleave, M.; Evans, CP.; Stuart, JM.; Chen, Y.; Feng, FY.; Small, EJ.; Witte, ON.; Xia, Z.","The androgen receptor (AR) antagonist enzalutamide is one of the principal treatments for men with castration-resistant prostate cancer (CRPC). However, not all patients respond, and resistance mechanisms are largely unknown. We hypothesized that genomic and transcriptional features from metastatic CRPC biopsies prior to treatment would be predictive of de novo treatment resistance. To this end, we conducted a phase II trial of enzalutamide treatment (160 mg/d) in 36 men with metastatic CRPC. Thirty-four patients were evaluable for the primary end point of a prostate-specific antigen (PSA)50 response (PSA decline ≥50% at 12 wk vs. baseline). Nine patients were classified as nonresponders (PSA decline <50%), and 25 patients were classified as responders (PSA decline ≥50%). Failure to achieve a PSA50 was associated with shorter progression-free survival, time on treatment, and overall survival, demonstrating PSA50's utility. Targeted DNA-sequencing was performed on 26 of 36 biopsies, and RNA-sequencing was performed on 25 of 36 biopsies that contained sufficient material. Using computational methods, we measured AR transcriptional function and performed gene set enrichment analysis (GSEA) to identify pathways whose activity state correlated with de novo resistance.<i>TP53</i>gene alterations were more common in nonresponders, although this did not reach statistical significance (<i>P</i>= 0.055).<i>AR</i>gene alterations and AR expression were similar between groups. Importantly, however, transcriptional measurements demonstrated that specific gene sets-including those linked to low AR transcriptional activity and a stemness program-were activated in nonresponders. Our results suggest that patients whose tumors harbor this program should be considered for clinical trials testing rational agents to overcome de novo enzalutamide resistance.",0.286
11100928,https://sysrev.com/p/70431/article/11100928,Precision medicine phase II study evaluating the efficacy of a double immunotherapy by durvalumab and tremelimumab combined with olaparib in patients with solid cancers and carriers of homologous recombination repair genes mutation in response or stable after olaparib treatment.,BMC cancer,"Fumet, JD.; Limagne, E.; Thibaudin, M.; Truntzer, C.; Bertaut, A.; Rederstorff, E.; Ghiringhelli, F.","BACKGROUND: Tumors with deficient homologous repair are sensitive to PARP inhibitors such as olaparib which is known to have immunogenic properties. Durvalumab (D) is a human monoclonal antibody (mAb) which inhibits binding of programmed cell death ligand 1 (PD-L1) to its receptor. Tremelimumab (T) is a mAb directed against the cytotoxic T-lymphocyte-associated protein 4 (CTLA-4). This study is designed to evaluate the efficacy of combination of olaparib, durvalumab and tremelimumab in patients with a solid tumors with a mutation in homologous gene repair.

METHODS: This phase II study will assess the efficacy and safety of olaparib/D/T association in patients (n = 213) with several types of solid cancers (breast cancer, ovarian cancer, pancreatic cancer, endometrial cancer, prostate cancer and others) with at least one mutation in homologous repair genes (BRCA1, BRCA2, PALB2, ATM, FANCA, FANCB, FANCC, FANCE, FANCF, CHEK2, RAD51, BARD1, MRE11, RAD50, NBS1, HDAC2), LKB1/STK11, INPP4B, STAG2, ERG, CHEK1, BLM, LIG4, ATR, ATRX, CDK12). Good performance status patients and corresponding to specific inclusion criteria of each cohort will be eligible. STEP1: Patients will receive olaparib 300 mg BID. In absence of progression after 6 weeks of olaparib, they will follow STEP 2 with olaparib and immunotherapy by durvalumab (1500 mg Q4W) + tremelimumab (75 mg IV Q4W) during 4 months and will further pursue durvalumab alone until disease progression, death, intolerable toxicity, or patient/investigator decision to stop (for a maximum duration of 24 months, and 36 months for ovarian cohort). Primary endpoint is safety and efficacy according to progression-free survival (PFS) of olaparib + immunotherapy (durvalumab + tremelimumab) during 4 months followed by durvalumab alone as maintenance in patients with solid cancers and in response or stable, after prior molecular target therapy by olaparib; secondary endpoints include overall survival (OS), disease control rate (DCR), response rate after 6 weeks of olaparib, safety of olaparib/durvalumab/tremelimumab association. Blood, plasma and tumor tissue will be collected for potential prognostic and predictive biomarkers.

DISCUSSION: This study is the first trial to test the combination of olaparib and double immunotherapy based on molecular screening.

TRIAL REGISTRATION: NCT04169841 , date of registration November 20, 2019.",0.501
11100929,https://sysrev.com/p/70431/article/11100929,HSD3B1 Genotype and Clinical Outcomes in Metastatic Castration-Sensitive Prostate Cancer.,JAMA oncology,"Hearn, JWD.; Sweeney, CJ.; Almassi, N.; Reichard, CA.; Reddy, CA.; Li, H.; Hobbs, B.; Jarrard, DF.; Chen, YH.; Dreicer, R.; Garcia, JA.; Carducci, MA.; DiPaola, RS.; Sharifi, N.","Importance: The adrenal-restrictive HSD3B1(1245A) allele limits extragonadal dihydrotestosterone synthesis, whereas the adrenal-permissive HSD3B1(1245C) allele augments extragonadal dihydrotestosterone synthesis. Retrospective studies have suggested an association between the adrenal-permissive allele, the frequency of which is highest in white men, and early development of castration-resistant prostate cancer (CRPC).

Objective: To examine the association between the adrenal-permissive HSD3B1(1245C) allele and early development of CRPC using prospective data.

Design, Setting, and Participants: The E3805 Chemohormonal Therapy vs Androgen Ablation Randomized Trial for Extensive Disease in Prostate Cancer (CHAARTED) was a large, multicenter, phase 3 trial of castration with or without docetaxel treatment in men with newly diagnosed metastatic prostate cancer. From July 28, 2006, through December 31, 2012, 790 patients underwent randomization, of whom 527 had available DNA samples. In this study, the HSD3B1 germline genotype was retrospectively determined in 475 white men treated in E3805 CHAARTED, and clinical outcomes were analyzed by genotype. Data analysis was performed from July 28, 2006, to October 17, 2018.

Interventions: Men were randomized to castration plus docetaxel, 75 mg/m2, every 3 weeks for 6 cycles or castration alone.

Main Outcomes and Measures: Two-year freedom from CRPC and 5-year overall survival, with results stratified by disease volume. Patients were combined across study arms according to genotype to assess the overall outcome associated with genotype. Secondary analyses by treatment arm evaluated whether the docetaxel outcome varied with genotype.

Results: Of 475 white men with DNA samples, 270 patients (56.8%) inherited the adrenal-permissive genotype (≥1 HSD3B1[1245C] allele). Mean (SD) age was 63 (8.7) years. Freedom from CRPC at 2 years was diminished in men with low-volume disease with the adrenal-permissive vs adrenal-restrictive genotype: 51.0% (95% CI, 40.9%-61.2%) vs 70.5% (95% CI, 60.0%-80.9%) (P = .01). Overall survival at 5 years was also worse in men with low-volume disease with the adrenal-permissive genotype: 57.5% (95% CI, 47.4%-67.7%) vs 70.8% (95% CI, 60.3%-81.3%) (P = .03). Hazard ratios were 1.89 (95% CI, 1.13-3.14; P = .02) for CRPC and 1.74 (95% CI, 1.01-3.00; P = .045) for death. There was no association between genotype and outcomes in men with high-volume disease. There was no interaction between genotype and benefit from docetaxel.

Conclusions and Relevance: Inheritance of the adrenal-permissive HSD3B1 genotype is associated with earlier castration resistance and shorter overall survival in men with low-volume metastatic prostate cancer and may help identify men more likely to benefit from escalated androgen receptor axis inhibition beyond gonadal testosterone suppression.",0.348
