Article ID,Article URL,Title,Journal,Authors,Abstract,predict(92968:Include)
11521659,https://sysrev.com/p/77566/article/11521659,A phase I dose-escalation study of enzalutamide in combination with the AKT inhibitor AZD5363 (capivasertib) in patients with metastatic castration-resistant prostate cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,"Kolinsky, MP.; Rescigno, P.; Bianchini, D.; Zafeiriou, Z.; Mehra, N.; Mateo, J.; Michalarea, V.; Riisnaes, R.; Crespo, M.; Figueiredo, I.; Miranda, S.; Nava Rodrigues, D.; Flohr, P.; Tunariu, N.; Banerji, U.; Ruddle, R.; Sharp, A.; Welti, J.; Lambros, M.; Carreira, S.; Raynaud, FI.; Swales, KE.; Plymate, S.; Luo, J.; Tovey, H.; Porta, N.; Slade, R.; Leonard, L.; Hall, E.; de Bono, JS.","BACKGROUND: Activation of the PI3K/AKT/mTOR pathway through loss of phosphatase and tensin homolog (PTEN) occurs in approximately 50% of patients with metastatic castration-resistant prostate cancer (mCRPC). Recent evidence suggests that combined inhibition of the androgen receptor (AR) and AKT may be beneficial in mCRPC with PTEN loss.

PATIENTS AND METHODS: mCRPC patients who previously failed abiraterone and/or enzalutamide, received escalating doses of AZD5363 (capivasertib) starting at 320 mg twice daily (b.i.d.) given 4 days on and 3 days off, in combination with enzalutamide 160 mg daily. The co-primary endpoints were safety/tolerability and determining the maximum tolerated dose and recommended phase II dose; pharmacokinetics, antitumour activity, and exploratory biomarker analysis were also evaluated.

RESULTS: Sixteen patients were enrolled, 15 received study treatment and 13 were assessable for dose-limiting toxicities (DLTs). Patients were treated at 320, 400, and 480 mg b.i.d. dose levels of capivasertib. The recommended phase II dose identified for capivasertib was 400 mg b.i.d. with 1/6 patients experiencing a DLT (maculopapular rash) at this level. The most common grade ≥3 adverse events were hyperglycemia (26.7%) and rash (20%). Concomitant administration of enzalutamide significantly decreased plasma exposure of capivasertib, though this did not appear to impact pharmacodynamics. Three patients met the criteria for response (defined as prostate-specific antigen decline ≥50%, circulating tumour cell conversion, and/or radiological response). Responses were seen in patients with PTEN loss or activating mutations in AKT, low or absent AR-V7 expression, as well as those with an increase in phosphorylated extracellular signal-regulated kinase (pERK) in post-exposure samples.

CONCLUSIONS: The combination of capivasertib and enzalutamide is tolerable and has antitumour activity, with all responding patients harbouring aberrations in the PI3K/AKT/mTOR pathway.

CLINICAL TRIAL NUMBER: NCT02525068.",0.525
11521660,https://sysrev.com/p/77566/article/11521660,Validation of a 22-Gene Genomic Classifier in Patients With Recurrent Prostate Cancer: An Ancillary Study of the NRG/RTOG 9601 Randomized Clinical Trial.,JAMA oncology,"Feng, FY.; Huang, HC.; Spratt, DE.; Zhao, SG.; Sandler, HM.; Simko, JP.; Davicioni, E.; Nguyen, PL.; Pollack, A.; Efstathiou, JA.; Dicker, AP.; Todorovic, T.; Margrave, J.; Liu, YS.; Dabbas, B.; Thompson, DJS.; Das, R.; Dignam, JJ.; Sweeney, C.; Attard, G.; Bahary, JP.; Lukka, HR.; Hall, WA.; Pisansky, TM.; Shah, AB.; Pugh, SL.; Shipley, WU.; Tran, PT.","Importance: Decipher (Decipher Biosciences Inc) is a genomic classifier (GC) developed to estimate the risk of distant metastasis (DM) after radical prostatectomy (RP) in patients with prostate cancer.

Objective: To validate the GC in the context of a randomized phase 3 trial.

Design, Setting, and Participants: This ancillary study used RP specimens from the phase 3 placebo-controlled NRG/RTOG 9601 randomized clinical trial conducted from March 1998 to March 2003. The specimens were centrally reviewed, and RNA was extracted from the highest-grade tumor available in 2019 with a median follow-up of 13 years. Clinical-grade whole transcriptomes from samples passing quality control were assigned GC scores (scale, 0-1). A National Clinical Trials Network-approved prespecified statistical plan included the primary objective of validating the independent prognostic ability of GC for DM, with secondary end points of prostate cancer-specific mortality (PCSM) and overall survival (OS). Data were analyzed from September 2019 to December 2019.

Intervention: Salvage radiotherapy (sRT) with or without 2 years of bicalutamide.

Main Outcomes and Measures: The preplanned primary end point of this study was the independent association of the GC with the development of DM.

Results: In this ancillary study of specimens from a phase 3 randomized clinical trial, GC scores were generated from 486 of 760 randomized patients with a median follow-up of 13 years; samples from a total of 352 men (median [interquartile range] age, 64.5 (60-70) years; 314 White [89.2%] participants) passed microarray quality control and comprised the final cohort for analysis. On multivariable analysis, the GC (continuous variable, per 0.1 unit) was independently associated with DM (hazard ratio [HR], 1.17; 95% CI, 1.05-1.32; P = .006), PCSM (HR, 1.39; 95% CI, 1.20-1.63; P < .001), and OS (HR, 1.17; 95% CI, 1.06-1.29; P = .002) after adjusting for age, race/ethnicity, Gleason score, T stage, margin status, entry prostate-specific antigen, and treatment arm. Although the original planned analysis was not powered to detect a treatment effect interaction by GC score, the estimated absolute effect of bicalutamide on 12-year OS was less when comparing patients with lower vs higher GC scores (2.4% vs 8.9%), which was further demonstrated in men receiving early sRT at a prostate-specific antigen level lower than 0.7 ng/mL (-7.8% vs 4.6%).

Conclusions and Relevance: This ancillary validation study of the Decipher GC in a randomized trial cohort demonstrated association of the GC with DM, PCSM, and OS independent of standard clinicopathologic variables. These results suggest that not all men with biochemically recurrent prostate cancer after surgery benefit equally from the addition of hormone therapy to sRT.

Trial Registration: ClinicalTrials.gov identifier: NCT00002874.",0.523
11521661,https://sysrev.com/p/77566/article/11521661,HSD3B1 Genotype and Clinical Outcomes in Metastatic Castration-Sensitive Prostate Cancer.,JAMA oncology,"Hearn, JWD.; Sweeney, CJ.; Almassi, N.; Reichard, CA.; Reddy, CA.; Li, H.; Hobbs, B.; Jarrard, DF.; Chen, YH.; Dreicer, R.; Garcia, JA.; Carducci, MA.; DiPaola, RS.; Sharifi, N.","Importance: The adrenal-restrictive HSD3B1(1245A) allele limits extragonadal dihydrotestosterone synthesis, whereas the adrenal-permissive HSD3B1(1245C) allele augments extragonadal dihydrotestosterone synthesis. Retrospective studies have suggested an association between the adrenal-permissive allele, the frequency of which is highest in white men, and early development of castration-resistant prostate cancer (CRPC).

Objective: To examine the association between the adrenal-permissive HSD3B1(1245C) allele and early development of CRPC using prospective data.

Design, Setting, and Participants: The E3805 Chemohormonal Therapy vs Androgen Ablation Randomized Trial for Extensive Disease in Prostate Cancer (CHAARTED) was a large, multicenter, phase 3 trial of castration with or without docetaxel treatment in men with newly diagnosed metastatic prostate cancer. From July 28, 2006, through December 31, 2012, 790 patients underwent randomization, of whom 527 had available DNA samples. In this study, the HSD3B1 germline genotype was retrospectively determined in 475 white men treated in E3805 CHAARTED, and clinical outcomes were analyzed by genotype. Data analysis was performed from July 28, 2006, to October 17, 2018.

Interventions: Men were randomized to castration plus docetaxel, 75 mg/m2, every 3 weeks for 6 cycles or castration alone.

Main Outcomes and Measures: Two-year freedom from CRPC and 5-year overall survival, with results stratified by disease volume. Patients were combined across study arms according to genotype to assess the overall outcome associated with genotype. Secondary analyses by treatment arm evaluated whether the docetaxel outcome varied with genotype.

Results: Of 475 white men with DNA samples, 270 patients (56.8%) inherited the adrenal-permissive genotype (≥1 HSD3B1[1245C] allele). Mean (SD) age was 63 (8.7) years. Freedom from CRPC at 2 years was diminished in men with low-volume disease with the adrenal-permissive vs adrenal-restrictive genotype: 51.0% (95% CI, 40.9%-61.2%) vs 70.5% (95% CI, 60.0%-80.9%) (P = .01). Overall survival at 5 years was also worse in men with low-volume disease with the adrenal-permissive genotype: 57.5% (95% CI, 47.4%-67.7%) vs 70.8% (95% CI, 60.3%-81.3%) (P = .03). Hazard ratios were 1.89 (95% CI, 1.13-3.14; P = .02) for CRPC and 1.74 (95% CI, 1.01-3.00; P = .045) for death. There was no association between genotype and outcomes in men with high-volume disease. There was no interaction between genotype and benefit from docetaxel.

Conclusions and Relevance: Inheritance of the adrenal-permissive HSD3B1 genotype is associated with earlier castration resistance and shorter overall survival in men with low-volume metastatic prostate cancer and may help identify men more likely to benefit from escalated androgen receptor axis inhibition beyond gonadal testosterone suppression.",0.521
11521662,https://sysrev.com/p/77566/article/11521662,A three-stage genome-wide association study identifies a susceptibility locus for late radiotherapy toxicity at 2q24.1.,Nature genetics,"Fachal, L.; Gómez-Caamaño, A.; Barnett, GC.; Peleteiro, P.; Carballo, AM.; Calvo-Crespo, P.; Kerns, SL.; Sánchez-García, M.; Lobato-Busto, R.; Dorling, L.; Elliott, RM.; Dearnaley, DP.; Sydes, MR.; Hall, E.; Burnet, NG.; Carracedo, Á.; Rosenstein, BS.; West, CM.; Dunning, AM.; Vega, A.","There is increasing evidence supporting the role of genetic variants in the development of radiation-induced toxicity. However, previous candidate gene association studies failed to elucidate the common genetic variation underlying this phenotype, which could emerge years after the completion of treatment. We performed a genome-wide association study on a Spanish cohort of 741 individuals with prostate cancer treated with external beam radiotherapy (EBRT). The replication cohorts consisted of 633 cases from the UK and 368 cases from North America. One locus comprising TANC1 (lowest unadjusted P value for overall late toxicity=6.85×10(-9), odds ratio (OR)=6.61, 95% confidence interval (CI)=2.23-19.63) was replicated in the second stage (lowest unadjusted P value for overall late toxicity=2.08×10(-4), OR=6.17, 95% CI=2.25-16.95; Pcombined=4.16×10(-10)). The inclusion of the third cohort gave unadjusted Pcombined=4.64×10(-11). These results, together with the role of TANC1 in regenerating damaged muscle, suggest that the TANC1 locus influences the development of late radiation-induced damage.",0.512
11521663,https://sysrev.com/p/77566/article/11521663,Precision medicine phase II study evaluating the efficacy of a double immunotherapy by durvalumab and tremelimumab combined with olaparib in patients with solid cancers and carriers of homologous recombination repair genes mutation in response or stable after olaparib treatment.,BMC cancer,"Fumet, JD.; Limagne, E.; Thibaudin, M.; Truntzer, C.; Bertaut, A.; Rederstorff, E.; Ghiringhelli, F.","BACKGROUND: Tumors with deficient homologous repair are sensitive to PARP inhibitors such as olaparib which is known to have immunogenic properties. Durvalumab (D) is a human monoclonal antibody (mAb) which inhibits binding of programmed cell death ligand 1 (PD-L1) to its receptor. Tremelimumab (T) is a mAb directed against the cytotoxic T-lymphocyte-associated protein 4 (CTLA-4). This study is designed to evaluate the efficacy of combination of olaparib, durvalumab and tremelimumab in patients with a solid tumors with a mutation in homologous gene repair.

METHODS: This phase II study will assess the efficacy and safety of olaparib/D/T association in patients (n = 213) with several types of solid cancers (breast cancer, ovarian cancer, pancreatic cancer, endometrial cancer, prostate cancer and others) with at least one mutation in homologous repair genes (BRCA1, BRCA2, PALB2, ATM, FANCA, FANCB, FANCC, FANCE, FANCF, CHEK2, RAD51, BARD1, MRE11, RAD50, NBS1, HDAC2), LKB1/STK11, INPP4B, STAG2, ERG, CHEK1, BLM, LIG4, ATR, ATRX, CDK12). Good performance status patients and corresponding to specific inclusion criteria of each cohort will be eligible. STEP1: Patients will receive olaparib 300 mg BID. In absence of progression after 6 weeks of olaparib, they will follow STEP 2 with olaparib and immunotherapy by durvalumab (1500 mg Q4W) + tremelimumab (75 mg IV Q4W) during 4 months and will further pursue durvalumab alone until disease progression, death, intolerable toxicity, or patient/investigator decision to stop (for a maximum duration of 24 months, and 36 months for ovarian cohort). Primary endpoint is safety and efficacy according to progression-free survival (PFS) of olaparib + immunotherapy (durvalumab + tremelimumab) during 4 months followed by durvalumab alone as maintenance in patients with solid cancers and in response or stable, after prior molecular target therapy by olaparib; secondary endpoints include overall survival (OS), disease control rate (DCR), response rate after 6 weeks of olaparib, safety of olaparib/durvalumab/tremelimumab association. Blood, plasma and tumor tissue will be collected for potential prognostic and predictive biomarkers.

DISCUSSION: This study is the first trial to test the combination of olaparib and double immunotherapy based on molecular screening.

TRIAL REGISTRATION: NCT04169841 , date of registration November 20, 2019.",0.523
11521664,https://sysrev.com/p/77566/article/11521664,Abiraterone treatment in castration-resistant prostate cancer selects for progesterone responsive mutant androgen receptors.,Clinical cancer research : an official journal of the American Association for Cancer Research,"Chen, EJ.; Sowalsky, AG.; Gao, S.; Cai, C.; Voznesensky, O.; Schaefer, R.; Loda, M.; True, LD.; Ye, H.; Troncoso, P.; Lis, RL.; Kantoff, PW.; Montgomery, RB.; Nelson, PS.; Bubley, GJ.; Balk, SP.; Taplin, ME.","PURPOSE: The CYP17A1 inhibitor abiraterone markedly reduces androgen precursors and is thereby effective in castration-resistant prostate cancer (CRPC). However, abiraterone increases progesterone, which can activate certain mutant androgen receptors (AR) identified previously in flutamide-resistant tumors. Therefore, we sought to determine if CYP17A1 inhibitor treatment selects for progesterone-activated mutant ARs.

EXPERIMENTAL DESIGN: AR was examined by targeted sequencing in metastatic tumor biopsies from 18 patients with CRPC who were progressing on a CYP17A1 inhibitor (17 on abiraterone, 1 on ketoconazole), alone or in combination with dutasteride, and by whole-exome sequencing in residual tumor in one patient treated with neoadjuvant leuprolide plus abiraterone.

RESULTS: The progesterone-activated T878A-mutant AR was present at high allele frequency in 3 of the 18 CRPC cases. It was also present in one focus of resistant tumor in the neoadjuvant-treated patient, but not in a second clonally related resistant focus that instead had lost one copy of PTEN and both copies of CHD1. The T878A mutation appeared to be less common in the subset of patients with CRPC treated with abiraterone plus dutasteride, and transfection studies showed that dutasteride was a more potent direct antagonist of the T878A versus the wild-type AR.

CONCLUSIONS: These findings indicate that selection for tumor cells expressing progesterone-activated mutant ARs is a mechanism of resistance to CYP17A1 inhibition.",0.521
11521665,https://sysrev.com/p/77566/article/11521665,A functional variant in NKX3.1 associated with prostate cancer risk in the Selenium and Vitamin E Cancer Prevention Trial (SELECT).,"Cancer prevention research (Philadelphia, Pa.)","Martinez, EE.; Darke, AK.; Tangen, CM.; Goodman, PJ.; Fowke, JH.; Klein, EA.; Abdulkadir, SA.","NKX3.1 is an androgen-regulated prostate tumor suppressor protein. We previously found that antioxidant administration (N-acetylcysteine) in the Nkx3.1 knockout mouse model promoted prostate epithelial proliferation, suggesting that NKX3.1 activity modifies the effect of antioxidant administration on prostate carcinogenesis. Interestingly, administration of the antioxidant vitamin E significantly increased prostate cancer risk in the Selenium and Vitamin E Cancer Prevention Trial (SELECT), suggesting that our animal experiments may be relevant to humans. To determine whether NKX3.1 played a role in increased human prostate cancer risk associated with antioxidant administration in SELECT, we investigated the joint risk of antioxidant administration and NKX3.1 genotypes previously found to be associated with decreased NKX3.1 mRNA expression (rs11781886) or DNA-binding activity in vitro (rs2228013) in the SELECT biomarker case-cohort substudy (1,866 cases; 3,135 non-cases). Multivariable COX regression models were developed to determine the joint association of NKX3.1 genotypes with administration of vitamin E, selenium, or the combination, compared with placebo. The CC genotype at rs11781886 combined with selenium administration was associated with increased overall prostate cancer risk [HR, 1.676; 95% confidence interval (CI), 1.011-2.777; P = 0.045] and low-grade prostate cancer risk (HR, 1.811; 95% CI, 1.016-3.228; P = 0.0441). Similarly, the rs11781886 minor allele (CC+CT) combined with vitamin E administration was significantly associated with increased prostate cancer risk (HR, 1.450; 95% CI, 1.117-1.882; P = 0.0052). Our results indicate that variation in NKX3.1 expression combined with selenium or vitamin E treatment modifies the risk of prostate cancer. Genetic background may modulate the effects of antioxidant supplementation thought to act as chemoprevention agents.",0.521
11521666,https://sysrev.com/p/77566/article/11521666,Germline genetic variation in prostate susceptibility does not predict outcomes in the chemoprevention trials PCPT and SELECT.,Prostate cancer and prostatic diseases,"Ahmed, M.; Goh, C.; Saunders, E.; Cieza-Borrella, C.; Kote-Jarai, Z.; Schumacher, FR.; Eeles, R.","BACKGROUND: The development of prostate cancer can be influenced by genetic and environmental factors. Numerous germline SNPs influence prostate cancer susceptibility. The functional pathways in which these SNPs increase prostate cancer susceptibility are unknown. Finasteride is currently not being used routinely as a chemoprevention agent but the long term outcomes of the PCPT trial are awaited. The outcomes of the SELECT trial have not recommended the use of chemoprevention in preventing prostate cancer. This study investigated whether germline risk SNPs could be used to predict outcomes in the PCPT and SELECT trial.

METHODS: Genotyping was performed in European men entered into the PCPT trial (n = 2434) and SELECT (n = 4885). Next generation genotyping was performed using Affymetrix® Eureka™ Genotyping protocols. Logistic regression models were used to test the association of risk scores and the outcomes in the PCPT and SELECT trials.

RESULTS: Of the 100 SNPs, 98 designed successfully and genotyping was validated for samples genotyped on other platforms. A number of SNPs predicted for aggressive disease in both trials. Men with a higher polygenic score are more likely to develop prostate cancer in both trials, but the score did not predict for other outcomes in the trial.

CONCLUSION: Men with a higher polygenic risk score are more likely to develop prostate cancer. There were no interactions of these germline risk SNPs and the chemoprevention agents in the SELECT and PCPT trials.",0.516
11521667,https://sysrev.com/p/77566/article/11521667,Safety and pharmacokinetics of veliparib extended-release in patients with advanced solid tumors: a phase I study.,Cancer medicine,"Werner, TL.; Sachdev, J.; Swisher, EM.; Gutierrez, M.; Kittaneh, M.; Stein, MN.; Xiong, H.; Dunbar, M.; Sullivan, D.; Komarnitsky, P.; McKee, M.; Tan, AR.","The poly(ADP-ribose) polymerase-1/2 inhibitor veliparib is active against tumors deficient in homologous DNA damage repair. The pharmacokinetics and safety of veliparib extended-release (ER) were evaluated in patients with advanced solid tumors. This phase I study assessed veliparib-ER up to 800 mg once daily or 600 mg twice daily. Dose-limiting toxicities (DLTs), recommended phase II dose (RP2D), and maximum tolerated dose (MTD) were assessed in cycle 1 and safety/tolerability during continuous administration (28-day cycles). Seventy-one patients (n = 53 ovarian, n = 17 breast, n = 1 prostate carcinoma) received veliparib; 50 had deleterious breast cancer susceptibility (BRCA) gene mutations. Single-dose veliparib-ER 200 mg (fasting) led to 58% lower peak concentration and similar area under the concentration-time curve compared with veliparib immediate-release (IR). Three patients experienced DLTs (grade 2: asthenia; grade 3: nausea/vomiting, seizure). RP2D and MTD for veliparib-ER were 400 mg BID. The most frequent adverse events (AEs) were nausea (78.9%) and vomiting (50.7%). The most common grade 3/4 treatment-related AEs were as follows: thrombocytopenia (7.0%), nausea, and anemia (4.2% each). Overall, 12 (27.3%) patients with ovarian and 10 (62.5%) patients with breast carcinoma had a partial response. Veliparib-ER, versus veliparib-IR, exhibited an improved pharmacokinetic profile and was well tolerated in patients with ovarian and BRCA-mutated breast cancers.",0.524
11521668,https://sysrev.com/p/77566/article/11521668,"A First-Time-in-Human Study of GSK2636771, a Phosphoinositide 3 Kinase Beta-Selective Inhibitor, in Patients with Advanced Solid Tumors.",Clinical cancer research : an official journal of the American Association for Cancer Research,"Mateo, J.; Ganji, G.; Lemech, C.; Burris, HA.; Han, SW.; Swales, K.; Decordova, S.; DeYoung, MP.; Smith, DA.; Kalyana-Sundaram, S.; Wu, J.; Motwani, M.; Kumar, R.; Tolson, JM.; Rha, SY.; Chung, HC.; Eder, JP.; Sharma, S.; Bang, YJ.; Infante, JR.; Yan, L.; de Bono, JS.; Arkenau, HT.","<b>Background:</b>The PI3K/protein kinase B (AKT) pathway is commonly activated in several tumor types. Selective targeting of p110β could result in successful pathway inhibition while avoiding the on- and off-target effects of pan-PI3K inhibitors. GSK2636771 is a potent, orally bioavailable, adenosine triphosphate-competitive, selective inhibitor of PI3Kβ.<b>Methods:</b>We evaluated the safety, pharmacokinetics, pharmacodynamics and antitumor activity of GSK2636771 to define the recommended phase II dose (RP2D). During the dose-selection and dose-escalation stages (parts 1 and 2), patients with<i>PTEN</i>-deficient advanced solid tumors received escalating doses of GSK2636771 (25-500 mg once daily) using a modified 3+3 design to determine the RP2D; tumor type-specific expansion cohorts (part 3) were implemented to further assess tumor responses at the RP2D.<b>Results:</b>A total of 65 patients were enrolled; dose-limiting toxicities were hypophosphatemia and hypocalcemia. Adverse events included diarrhea (48%), nausea (40%), and vomiting (31%). Single- and repeat-dose exposure increased generally dose proportionally. GSK2636771 400 mg once daily was the RP2D. Phospho/total AKT ratio decreased with GSK2636771 in tumor and surrogate tissue. A castrate-resistant prostate cancer (CRPC) patient harboring<i>PIK3CB</i>amplification had a partial response for over a year; an additional 10 patients derived durable (≥24 weeks) clinical benefit, including two other patients with CRPC with<i>PIK3CB</i>alterations (≥34 weeks). GSK2636771 400 mg once daily orally induced sufficient exposure and target inhibition with a manageable safety profile.<b>Conclusions:</b>Genomic aberrations of<i>PIK3CB</i>may be associated with clinical benefit from GSK2636771.<i>Clin Cancer Res; 23(19); 5981-92. ©2017 AACR</i>.",0.521
11521669,https://sysrev.com/p/77566/article/11521669,Case-only Methods Identified Genetic Loci Predicting a Subgroup of Men with Reduced Risk of High-grade Prostate Cancer by Finasteride.,"Cancer prevention research (Philadelphia, Pa.)","Dai, JY.; LeBlanc, M.; Goodman, PJ.; Lucia, MS.; Thompson, IM.; Tangen, CM.","In the Prostate Cancer Prevention Trial (PCPT), genotypes that may modify the effect of finasteride on the risk of prostate cancer have not been identified. Germline genetic data from 1,157 prostate cancer cases in PCPT were analyzed by case-only methods. Genotypes included 357 SNPs from 83 candidate genes in androgen metabolism, inflammation, circadian rhythm, and other pathways. Univariate case-only analysis was conducted to evaluate whether individual SNPs modified the finasteride effect on the risk of high-grade and low-grade prostate cancer. Case-only classification trees and random forests, which are powerful machine learning methods with resampling-based controls for model complexity, were employed to identify a predictive signature for genotype-specific treatment effects. Accounting for multiple testing, a single SNP in<i>SRD5A1</i>gene (rs472402) significantly modified the finasteride effect on high-grade prostate cancer (Gleason score > 6) in PCPT (family-wise error rate < 0.05). Men carrying GG genotype at this locus had a 55% reduction of the risk in developing high-grade cancer when assigned to finasteride (RR = 0.45; 95% confidence interval, 0.27-0.75). Additional effect-modifying SNPs with moderate statistical significance were identified by case-only trees and random forests. A prediction model built by the case-only random forest method with 28 selected SNPs classified 37% of PCPT men to have reduced risk of high-grade prostate cancer when taking finasteride, while the others have increased risk. In conclusion, case-only methods identified SNPs that modified the effect of finasteride on the risk of high-grade prostate cancer and predicted a subgroup of men who had reduced cancer risk by finasteride.",0.514
11521670,https://sysrev.com/p/77566/article/11521670,Prediction of DNA damage and G2 chromosomal radio-sensitivity ex vivo in peripheral blood mononuclear cells with label-free Raman micro-spectroscopy.,International journal of radiation biology,"Meade, AD.; Maguire, A.; Bryant, J.; Cullen, D.; Medipally, D.; White, L.; McClean, B.; Shields, L.; Armstrong, J.; Dunne, M.; Noone, E.; Bradshaw, S.; Finn, M.; Shannon, AM.; Howe, O.; Lyng, FM.","PURPOSE: Liquid biopsies are a potentially rich store of biochemical information that can be linked to an individual's response to therapeutic treatments, including radiotherapy, and which may ultimately play a role in the individualization of treatment regimens. Peripheral blood mononuclear cells (PBMCs) can be used not only for the biochemical profiling of the individual, but also, being living cells, can provide insights into the individuals response to ionizing radiation exposure.

MATERIALS AND METHODS: The present study attempts to link the biochemical profile of lymphocytes within PBMCs obtained through Raman spectroscopy to in vitro measures of low-dose (<0.5Gy) DNA damage response and cytogenetic metrics of radiosensitivity in a cohort of healthy controls and prostate cancer patients (from CTRIAL-IE(ICORG) 08-17, NCT00951535). All parallel metrics to the Raman spectra of the cells were obtained ex vivo in cycling peripheral blood lymphocytes, with radiosensitivity estimated using the G2 chromosomal assay and DNA damage assessed using γH2AX fluorescence. Spectra from a total of 26 healthy volunteers and 22 prostate cancer patients were obtained.

RESULTS: The links between both measures of cellular response to ionizing radiation and the Raman spectra were modeled using partial least squares regression (PLSR) and support-vector regression (SVR). It was found that neither regression approach could predict radiation-induced G2 score well, but could predict γH2AX MFI with the SVR outperforming PLSR, implying a non-linear relationship between spectral measurements and measures of DNA damage.

CONCLUSIONS: Raman spectroscopy of PBMCs represents a label-free approach for prediction of DNA damage levels for either prospective or retrospective analysis.",0.518
11521671,https://sysrev.com/p/77566/article/11521671,Association between variants in genes involved in the immune response and prostate cancer risk in men randomized to the finasteride arm in the Prostate Cancer Prevention Trial.,The Prostate,"Winchester, DA.; Till, C.; Goodman, PJ.; Tangen, CM.; Santella, RM.; Johnson-Pais, TL.; Leach, RJ.; Xu, J.; Zheng, SL.; Thompson, IM.; Lucia, MS.; Lippman, SM.; Parnes, HL.; Isaacs, WB.; De Marzo, AM.; Drake, CG.; Platz, EA.","BACKGROUND: We reported that some, but not all single nucleotide polymorphisms (SNPs) in select immune response genes are associated with prostate cancer, but not individually with the prevalence of intraprostatic inflammation in the Prostate Cancer Prevention Trial (PCPT) placebo arm. Here, we investigated whether these same SNPs are associated with risk of lower- and higher-grade prostate cancer in men randomized to finasteride, and with prevalence of intraprostatic inflammation among controls. Methods A total of 16 candidate SNPs in IL1β, IL2, IL4, IL6, IL8, IL10, IL12(p40), IFNG, MSR1, RNASEL, TLR4, and TNFA and 7 tagSNPs in IL10 were genotyped in 625 white prostate cancer cases, and 532 white controls negative for cancer on an end-of-study biopsy nested in the PCPT finasteride arm. We used logistic regression to estimate log-additive odds ratios (OR) and 95% confidence intervals (CI) adjusting for age and family history.

RESULTS: Minor alleles of rs2243250 (T) in IL4 (OR = 1.46, 95% CI 1.03-2.08, P-trend = 0.03), rs1800896 (G) in IL10 (OR = 0.77, 95% CI 0.61-0.96, P-trend = 0.02), rs2430561 (A) in IFNG (OR = 1.33, 95% CI 1.02-1.74; P-trend = 0.04), rs3747531 (C) in MSR1 (OR = 0.55, 95% CI 0.32-0.95; P-trend = 0.03), and possibly rs4073 (A) in IL8 (OR = 0.81, 95% CI 0.64-1.01, P-trend = 0.06) were associated with higher- (Gleason 7-10; N = 222), but not lower- (Gleason 2-6; N = 380) grade prostate cancer. In men with low PSA (<2 ng/mL), these higher-grade disease associations were attenuated and/or no longer significant, whereas associations with higher-grade disease were apparent for minor alleles of rs1800795 (C: OR = 0.70, 95% CI 0.51-0.94, P-trend = 0.02) and rs1800797 (A: OR = 0.72, 95% CI 0.53-0.98, P-trend = 0.04) in IL6. While some IL10 tagSNPs were associated with lower- and higher-grade prostate cancer, distributions of IL10 haplotypes did not differ, except possibly between higher-grade cases and controls among those with low PSA (P = 0.07). We did not observe an association between the studied SNPs and intraprostatic inflammation in the controls.

CONCLUSION: In the PCPT finasteride arm, variation in genes involved in the immune response, including possibly IL8 and IL10 as in the placebo arm, may be associated with prostate cancer, especially higher-grade disease, but not with intraprostatic inflammation. We cannot rule out PSA-associated detection bias or chance due to multiple testing.",0.514
